scenario,jour,minute,power_W
Foyer_Modeste,1,586,153.3201990369747
Foyer_Modeste,1,587,153.3201990369747
Foyer_Modeste,1,588,153.3201990369747
Foyer_Modeste,1,589,153.3201990369747
Foyer_Modeste,1,590,153.3201990369747
Foyer_Modeste,1,591,153.3201990369747
Foyer_Modeste,1,592,153.3201990369747
Foyer_Modeste,1,593,153.3201990369747
Foyer_Modeste,1,594,153.3201990369747
Foyer_Modeste,1,595,153.3201990369747
Foyer_Modeste,1,596,153.3201990369747
Foyer_Modeste,1,597,153.3201990369747
Foyer_Modeste,1,598,153.3201990369747
Foyer_Modeste,1,599,153.3201990369747
Foyer_Modeste,1,600,153.3201990369747
Foyer_Modeste,1,601,153.3201990369747
Foyer_Modeste,1,602,153.3201990369747
Foyer_Modeste,1,603,153.3201990369747
Foyer_Modeste,1,604,153.3201990369747
Foyer_Modeste,1,605,153.3201990369747
Foyer_Modeste,1,606,153.3201990369747
Foyer_Modeste,1,607,153.3201990369747
Foyer_Modeste,1,608,153.3201990369747
Foyer_Modeste,1,609,153.3201990369747
Foyer_Modeste,1,610,153.3201990369747
Foyer_Modeste,1,611,153.3201990369747
Foyer_Modeste,1,612,153.3201990369747
Foyer_Modeste,1,613,153.3201990369747
Foyer_Modeste,1,614,153.3201990369747
Foyer_Modeste,1,615,153.3201990369747
Foyer_Modeste,1,616,153.3201990369747
Foyer_Modeste,1,617,153.3201990369747
Foyer_Modeste,1,618,153.3201990369747
Foyer_Modeste,1,619,153.3201990369747
Foyer_Modeste,1,620,153.3201990369747
Foyer_Modeste,1,621,153.3201990369747
Foyer_Modeste,1,622,153.3201990369747
Foyer_Modeste,1,623,153.3201990369747
Foyer_Modeste,1,624,153.3201990369747
Foyer_Modeste,1,625,153.3201990369747
Foyer_Modeste,1,626,153.3201990369747
Foyer_Modeste,1,627,153.3201990369747
Foyer_Modeste,1,628,153.3201990369747
Foyer_Modeste,1,629,153.3201990369747
Foyer_Modeste,1,630,153.3201990369747
Foyer_Modeste,1,631,153.3201990369747
Foyer_Modeste,1,632,153.3201990369747
Foyer_Modeste,1,633,153.3201990369747
Foyer_Modeste,1,634,153.3201990369747
Foyer_Modeste,1,635,153.3201990369747
Foyer_Modeste,1,636,153.3201990369747
Foyer_Modeste,1,637,153.3201990369747
Foyer_Modeste,1,638,153.3201990369747
Foyer_Modeste,1,639,153.3201990369747
Foyer_Modeste,1,640,153.3201990369747
Foyer_Modeste,1,641,153.3201990369747
Foyer_Modeste,1,642,153.3201990369747
Foyer_Modeste,1,643,153.3201990369747
Foyer_Modeste,1,644,153.3201990369747
Foyer_Modeste,1,645,153.3201990369747
Foyer_Modeste,1,646,153.3201990369747
Foyer_Modeste,1,647,153.3201990369747
Foyer_Modeste,1,648,153.3201990369747
Foyer_Modeste,1,649,153.3201990369747
Foyer_Modeste,1,650,153.3201990369747
Foyer_Modeste,1,651,153.3201990369747
Foyer_Modeste,1,652,153.3201990369747
Foyer_Modeste,1,653,153.3201990369747
Foyer_Modeste,1,654,153.3201990369747
Foyer_Modeste,1,655,153.3201990369747
Foyer_Modeste,1,656,153.3201990369747
Foyer_Modeste,1,657,153.3201990369747
Foyer_Modeste,1,658,153.3201990369747
Foyer_Modeste,1,659,153.3201990369747
Foyer_Modeste,1,660,153.3201990369747
Foyer_Modeste,1,661,153.3201990369747
Foyer_Modeste,1,662,153.3201990369747
Foyer_Modeste,1,663,153.3201990369747
Foyer_Modeste,1,664,153.3201990369747
Foyer_Modeste,1,665,153.3201990369747
Foyer_Modeste,1,666,153.3201990369747
Foyer_Modeste,1,667,153.3201990369747
Foyer_Modeste,1,668,153.3201990369747
Foyer_Modeste,1,669,153.3201990369747
Foyer_Modeste,1,670,153.3201990369747
Foyer_Modeste,1,671,153.3201990369747
Foyer_Modeste,1,672,153.3201990369747
Foyer_Modeste,1,673,153.3201990369747
Foyer_Modeste,1,674,153.3201990369747
Foyer_Modeste,1,675,0.001
Foyer_Modeste,1,676,0.001
Foyer_Modeste,1,677,0.001
Foyer_Modeste,1,678,0.001
Foyer_Modeste,1,679,0.001
Foyer_Modeste,1,680,0.001
Foyer_Modeste,1,681,0.001
Foyer_Modeste,1,682,0.001
Foyer_Modeste,1,683,0.001
Foyer_Modeste,1,684,0.001
Foyer_Modeste,1,685,0.001
Foyer_Modeste,1,686,0.001
Foyer_Modeste,1,687,0.001
Foyer_Modeste,1,688,0.001
Foyer_Modeste,1,689,0.001
Foyer_Modeste,1,690,0.001
Foyer_Modeste,1,691,0.001
Foyer_Modeste,1,692,0.001
Foyer_Modeste,1,693,0.001
Foyer_Modeste,1,694,0.001
Foyer_Modeste,1,695,0.001
Foyer_Modeste,1,696,0.001
Foyer_Modeste,1,697,0.001
Foyer_Modeste,1,698,0.001
Foyer_Modeste,1,699,0.001
Foyer_Modeste,1,700,0.001
Foyer_Modeste,1,701,0.001
Foyer_Modeste,1,702,0.001
Foyer_Modeste,1,703,0.001
Foyer_Modeste,1,704,0.001
Foyer_Modeste,1,705,0.001
Foyer_Modeste,1,706,0.001
Foyer_Modeste,1,707,0.001
Foyer_Modeste,1,708,0.001
Foyer_Modeste,1,709,0.001
Foyer_Modeste,1,710,0.001
Foyer_Modeste,1,711,0.001
Foyer_Modeste,1,712,0.001
Foyer_Modeste,1,713,0.001
Foyer_Modeste,1,714,0.001
Foyer_Modeste,1,715,0.001
Foyer_Modeste,1,716,0.001
Foyer_Modeste,1,717,0.001
Foyer_Modeste,1,718,0.001
Foyer_Modeste,1,719,0.001
Foyer_Modeste,1,720,0.001
Foyer_Modeste,1,721,0.001
Foyer_Modeste,1,722,0.001
Foyer_Modeste,1,723,0.001
Foyer_Modeste,1,724,0.001
Foyer_Modeste,1,725,0.001
Foyer_Modeste,1,726,0.001
Foyer_Modeste,1,727,0.001
Foyer_Modeste,1,728,0.001
Foyer_Modeste,1,729,0.001
Foyer_Modeste,1,730,0.001
Foyer_Modeste,1,731,0.001
Foyer_Modeste,1,732,0.001
Foyer_Modeste,1,733,0.001
Foyer_Modeste,1,734,0.001
