scenario,jour,bloc_30min,power_W,Wh_bloc
Foyer_Aise,2,30,94.38788462039051,47.193942310195254
Foyer_Aise,2,31,94.38788462039051,47.193942310195254
Foyer_Aise,2,32,140.91363027833935,70.45681513916968
Foyer_Aise,2,33,249.47370348022,124.73685174011
Foyer_Aise,2,34,249.47370348022,124.73685174011
Foyer_Aise,2,35,249.47370348022,124.73685174011
Foyer_Aise,2,36,305.6820197364967,152.84100986824836
Foyer_Aise,2,37,135.36561323628092,67.68280661814046
Foyer_Aise,2,38,141.01085424225704,70.50542712112852
Foyer_Aise,2,39,177.05563233096052,88.52781616548026
Foyer_Aise,2,40,183.15929433188396,91.57964716594198
Foyer_Aise,2,41,393.353058946055,196.6765294730275
Foyer_Aise,2,42,1177.137363125751,588.5686815628756
Foyer_Aise,2,43,1161.7608514994176,580.8804257497088
Foyer_Aise,2,44,960.0197606999651,480.00988034998255
Foyer_Aise,2,45,947.388501414376,473.694250707188
Foyer_Aise,2,46,1010.4438436220422,505.2219218110211
Foyer_Aise,2,47,915.4477453107559,457.72387265537793
Foyer_Aise,3,0,0.00046666666666666666,0.00023333333333333333
Foyer_Aise,3,1,139.4731443759919,69.73657218799595
Foyer_Aise,3,2,154.97004930665764,77.48502465332882
Foyer_Aise,3,3,87.81679460710599,43.908397303552995
Foyer_Aise,3,4,0.001,0.0005
Foyer_Aise,3,5,0.001,0.0005
Foyer_Aise,3,6,145.38887217761774,72.69443608880887
Foyer_Aise,3,7,102.31098412499026,51.15549206249513
Foyer_Aise,3,8,0.001,0.0005
Foyer_Aise,3,9,0.001,0.0005
Foyer_Aise,3,10,0.0010333333333333334,0.0005166666666666667
Foyer_Aise,3,11,193.64919810333467,96.82459905166733
Foyer_Aise,3,12,522.0809630740057,261.04048153700285
Foyer_Aise,3,13,1175.2529818272299,587.6264909136149
Foyer_Aise,3,14,914.6858968218731,457.3429484109366
Foyer_Aise,3,15,2546.937998758132,1273.468999379066
Foyer_Aise,3,16,368.30126934545484,184.15063467272742
Foyer_Aise,3,17,223.89119210946654,111.94559605473327
Foyer_Aise,3,18,527.4589053832364,263.7294526916182
Foyer_Aise,3,19,147.28389446102432,73.64194723051216
Foyer_Aise,3,20,101.53559686806278,50.76779843403139
Foyer_Aise,3,21,144.15707595171583,72.07853797585791
Foyer_Aise,3,22,144.15707595171583,72.07853797585791
