scenario,jour,bloc_30min,power_W,Wh_bloc
Foyer_Modeste,4,16,0.001,0.0005
Foyer_Modeste,4,17,0.001,0.0005
Foyer_Modeste,4,18,72.42270614739373,36.21135307369686
Foyer_Modeste,4,19,144.84441229478745,72.42220614739372
Foyer_Modeste,4,20,144.84441229478745,72.42220614739372
Foyer_Modeste,4,21,144.84441229478745,72.42220614739372
Foyer_Modeste,4,22,144.84441229478745,72.42220614739372
Foyer_Modeste,4,23,144.84441229478745,72.42220614739372
Foyer_Modeste,4,24,24.14156871579791,12.070784357898955
Foyer_Modeste,4,25,20.47576995928859,10.237884979644296
Foyer_Modeste,4,26,49.29039610087031,24.645198050435155
Foyer_Modeste,4,27,49.44296218546343,24.721481092731715
Foyer_Modeste,4,28,49.44296218546343,24.721481092731715
Foyer_Modeste,4,29,49.44296218546343,24.721481092731715
Foyer_Modeste,4,30,49.44296218546343,24.721481092731715
Foyer_Modeste,4,31,49.44296218546343,24.721481092731715
Foyer_Modeste,4,32,49.44296218546343,24.721481092731715
Foyer_Modeste,4,33,49.44296218546343,24.721481092731715
Foyer_Modeste,4,34,49.44296218546343,24.721481092731715
Foyer_Modeste,4,35,52.985122799404984,26.492561399702492
Foyer_Modeste,4,36,102.46301270737055,51.231506353685276
Foyer_Modeste,4,37,161.24645452317378,80.62322726158689
Foyer_Modeste,4,38,98.22182381261749,49.11091190630874
Foyer_Modeste,4,39,221.18568171714966,110.59284085857483
Foyer_Modeste,4,40,236.8625794972791,118.43128974863956
Foyer_Modeste,4,41,241.39305093706153,120.69652546853077
Foyer_Modeste,4,42,247.50998095042632,123.75499047521316
Foyer_Modeste,4,43,247.50998095042632,123.75499047521316
Foyer_Modeste,4,44,247.4995611384613,123.74978056923065
Foyer_Modeste,4,45,175.6842501050929,87.84212505254645
Foyer_Modeste,4,46,106.04859288535384,53.02429644267692
Foyer_Modeste,4,47,0.001,0.0005
Foyer_Modeste,5,0,0.0007,0.00035
Foyer_Modeste,5,1,0.001,0.0005
Foyer_Modeste,5,2,0.001,0.0005
Foyer_Modeste,5,3,0.001,0.0005
Foyer_Modeste,5,4,0.001,0.0005
Foyer_Modeste,5,5,0.001,0.0005
Foyer_Modeste,5,6,0.001,0.0005
Foyer_Modeste,5,7,0.001,0.0005
Foyer_Modeste,5,8,0.001,0.0005
Foyer_Modeste,5,9,0.001,0.0005
Foyer_Modeste,5,10,0.001,0.0005
Foyer_Modeste,5,11,0.001,0.0005
Foyer_Modeste,5,12,0.001,0.0005
Foyer_Modeste,5,13,42.49684703218991,21.248423516094956
Foyer_Modeste,5,14,28.331564688126612,14.165782344063306
Foyer_Modeste,5,15,0.001,0.0005
Foyer_Modeste,5,16,0.001,0.0005
Foyer_Modeste,5,17,0.001,0.0005
Foyer_Modeste,5,18,0.001,0.0005
Foyer_Modeste,5,19,0.001,0.0005
Foyer_Modeste,5,20,0.001,0.0005
Foyer_Modeste,5,21,59.02391290397279,29.511956451986396
Foyer_Modeste,5,22,190.05534725623815,95.02767362811908
Foyer_Modeste,5,23,190.05534725623815,95.02767362811908
Foyer_Modeste,5,24,113.41898168712562,56.70949084356281
Foyer_Modeste,5,25,44.816823087013766,22.408411543506883
Foyer_Modeste,5,26,37.44633052554678,18.72316526277339
Foyer_Modeste,5,27,160.47770225234333,80.23885112617167
Foyer_Modeste,5,28,160.47770225234333,80.23885112617167
Foyer_Modeste,5,29,170.3544981930647,85.17724909653235
Foyer_Modeste,5,30,209.8616819559502,104.9308409779751
Foyer_Modeste,5,31,209.8616819559502,104.9308409779751
Foyer_Modeste,5,32,209.8616819559502,104.9308409779751
Foyer_Modeste,5,33,209.8616819559502,104.9308409779751
Foyer_Modeste,5,34,209.8616819559502,104.9308409779751
Foyer_Modeste,5,35,225.3359324569775,112.66796622848875
Foyer_Modeste,5,36,312.4918605587835,156.24593027939176
Foyer_Modeste,5,37,287.27254622132943,143.63627311066472
Foyer_Modeste,5,38,318.4097332737923,159.20486663689616
Foyer_Modeste,5,39,316.31437599436936,158.15718799718468
Foyer_Modeste,5,40,264.05929741956095,132.02964870978047
Foyer_Modeste,5,41,297.3404338719864,148.6702169359932
Foyer_Modeste,5,42,204.1071790262039,102.05358951310195
Foyer_Modeste,5,43,98.30524081381995,49.152620406909975
Foyer_Modeste,5,44,112.50092817631712,56.25046408815856
Foyer_Modeste,5,45,63.951158384193874,31.975579192096937
Foyer_Modeste,5,46,0.0,0.0
Foyer_Modeste,5,47,0.0,0.0
Foyer_Modeste,6,0,0.0,0.0
Foyer_Modeste,6,1,0.0007666666666666667,0.00038333333333333334
Foyer_Modeste,6,2,0.001,0.0005
Foyer_Modeste,6,3,0.001,0.0005
Foyer_Modeste,6,4,0.001,0.0005
Foyer_Modeste,6,5,0.001,0.0005
Foyer_Modeste,6,6,0.001,0.0005
Foyer_Modeste,6,7,0.001,0.0005
Foyer_Modeste,6,8,0.001,0.0005
Foyer_Modeste,6,9,0.001,0.0005
Foyer_Modeste,6,10,90.89152622548183,45.44576311274091
Foyer_Modeste,6,11,160.39604628026206,80.19802314013103
Foyer_Modeste,6,12,160.39604628026206,80.19802314013103
Foyer_Modeste,6,13,160.39604628026206,80.19802314013103
Foyer_Modeste,6,14,160.39604628026206,80.19802314013103
Foyer_Modeste,6,15,160.39604628026206,80.19802314013103
Foyer_Modeste,6,16,160.39604628026206,80.19802314013103
Foyer_Modeste,6,17,160.39604628026206,80.19802314013103
Foyer_Modeste,6,18,160.39604628026206,80.19802314013103
Foyer_Modeste,6,19,160.39604628026206,80.19802314013103
Foyer_Modeste,6,20,160.39604628026206,80.19802314013103
Foyer_Modeste,6,21,160.39604628026206,80.19802314013103
Foyer_Modeste,6,22,160.39604628026206,80.19802314013103
Foyer_Modeste,6,23,186.05951958638008,93.02975979319004
Foyer_Modeste,6,24,213.6642607574973,106.83213037874864
Foyer_Modeste,6,25,91.41021912208139,45.70510956104069
Foyer_Modeste,6,26,53.98470832335358,26.99235416167679
Foyer_Modeste,6,27,52.05934504646972,26.02967252323486
Foyer_Modeste,6,28,52.135684639558484,26.067842319779242
Foyer_Modeste,6,29,145.3795352496317,72.68976762481584
Foyer_Modeste,6,30,191.9917917707093,95.99589588535466
Foyer_Modeste,6,31,191.9917917707093,95.99589588535466
Foyer_Modeste,6,32,191.9917917707093,95.99589588535466
Foyer_Modeste,6,33,191.9917917707093,95.99589588535466
Foyer_Modeste,6,34,177.08179910711343,88.54089955355671
Foyer_Modeste,6,35,55.14130253438481,27.570651267192407
Foyer_Modeste,6,36,121.0377847246764,60.5188923623382
Foyer_Modeste,6,37,166.59690031769554,83.29845015884777
Foyer_Modeste,6,38,166.24814349452657,83.12407174726329
Foyer_Modeste,6,39,152.35436111661048,76.17718055830524
Foyer_Modeste,6,40,117.07432144829143,58.537160724145714
Foyer_Modeste,6,41,116.2504590224273,58.12522951121365
Foyer_Modeste,6,42,67.43216692715608,33.71608346357804
Foyer_Modeste,6,43,62.369631020517076,31.184815510258538
Foyer_Modeste,6,44,65.81069999686885,32.905349998434424
Foyer_Modeste,6,45,79.00711291103798,39.50355645551899
Foyer_Modeste,6,46,12.941561626664715,6.470780813332357
Foyer_Modeste,6,47,0.0,0.0
Foyer_Modeste,7,0,0.001,0.0005
Foyer_Modeste,7,1,0.001,0.0005
Foyer_Modeste,7,2,0.001,0.0005
Foyer_Modeste,7,3,0.001,0.0005
Foyer_Modeste,7,4,0.001,0.0005
Foyer_Modeste,7,5,0.001,0.0005
Foyer_Modeste,7,6,133.1088169240887,66.55440846204435
Foyer_Modeste,7,7,147.89857436009854,73.94928718004927
Foyer_Modeste,7,8,133.1088169240887,66.55440846204435
Foyer_Modeste,7,9,42.63219706979941,21.316098534899705
Foyer_Modeste,7,10,159.8679890117478,79.9339945058739
Foyer_Modeste,7,11,159.8679890117478,79.9339945058739
Foyer_Modeste,7,12,159.8679890117478,79.9339945058739
Foyer_Modeste,7,13,159.8679890117478,79.9339945058739
Foyer_Modeste,7,14,143.88129011057302,71.94064505528651
Foyer_Modeste,7,15,0.001,0.0005
Foyer_Modeste,7,16,0.001,0.0005
Foyer_Modeste,7,17,0.001,0.0005
Foyer_Modeste,7,18,0.001,0.0005
Foyer_Modeste,7,19,0.001,0.0005
Foyer_Modeste,7,20,0.001,0.0005
Foyer_Modeste,7,21,0.001,0.0005
Foyer_Modeste,7,22,11.508085613707557,5.754042806853779
Foyer_Modeste,7,23,24.362619408520864,12.181309704260432
Foyer_Modeste,7,24,40.25644066505308,20.12822033252654
Foyer_Modeste,7,25,47.973341662824055,23.986670831412027
Foyer_Modeste,7,26,46.37429694072992,23.18714847036496
Foyer_Modeste,7,27,22.93229953561173,11.466149767805865
Foyer_Modeste,7,28,46.85675699547521,23.428378497737604
Foyer_Modeste,7,29,153.20339723215412,76.60169861607706
Foyer_Modeste,7,30,190.23663580435382,95.11831790217691
Foyer_Modeste,7,31,198.6618902281822,99.3309451140911
Foyer_Modeste,7,32,205.88824781867464,102.94412390933732
Foyer_Modeste,7,33,205.88824781867464,102.94412390933732
Foyer_Modeste,7,34,171.2532700771063,85.62663503855315
Foyer_Modeste,7,35,212.61860456593234,106.30930228296617
Foyer_Modeste,7,36,263.644084573352,131.822042286676
Foyer_Modeste,7,37,231.8621037859333,115.93105189296665
Foyer_Modeste,7,38,139.15034509341785,69.57517254670893
Foyer_Modeste,7,39,147.31007555276958,73.65503777638479
Foyer_Modeste,7,40,110.78358752002679,55.39179376001339
Foyer_Modeste,7,41,78.0729338803806,39.0364669401903
Foyer_Modeste,7,42,155.89711874880862,77.94855937440431
Foyer_Modeste,7,43,257.9331176882598,128.9665588441299
Foyer_Modeste,7,44,274.4293118626207,137.21465593131035
Foyer_Modeste,7,45,236.16808080315676,118.08404040157838
Foyer_Modeste,7,46,23.945519462799886,11.972759731399943
Foyer_Modeste,7,47,0.001,0.0005
Foyer_Standard,1,0,0.001,0.0005
Foyer_Standard,1,1,0.001,0.0005
Foyer_Standard,1,2,0.001,0.0005
Foyer_Standard,1,3,0.001,0.0005
Foyer_Standard,1,4,125.2831699118424,62.6415849559212
Foyer_Standard,1,5,156.603712389803,78.3018561949015
Foyer_Standard,1,6,156.603712389803,78.3018561949015
Foyer_Standard,1,7,156.603712389803,78.3018561949015
Foyer_Standard,1,8,87.22894738363593,43.61447369181796
Foyer_Standard,1,9,0.001,0.0005
Foyer_Standard,1,10,0.001,0.0005
Foyer_Standard,1,11,0.0018666666666666666,0.0009333333333333333
Foyer_Standard,1,12,236.6422436836967,118.32112184184835
Foyer_Standard,1,13,970.9415874346014,485.4707937173007
Foyer_Standard,1,14,1875.861082988327,937.9305414941635
Foyer_Standard,1,15,974.2970324847489,487.14851624237446
Foyer_Standard,1,16,311.6506106194125,155.82530530970624
Foyer_Standard,1,17,40.55063111633477,20.275315558167385
Foyer_Standard,1,18,761.7795100934137,380.88975504670685
Foyer_Standard,1,19,240.09490648332923,120.04745324166461
Foyer_Standard,1,20,175.57438246714577,87.78719123357288
Foyer_Standard,1,21,150.39695899499017,75.19847949749509
Foyer_Standard,1,22,150.39695899499017,75.19847949749509
Foyer_Standard,1,23,150.39695899499017,75.19847949749509
Foyer_Standard,1,24,125.33096582915847,62.665482914579236
Foyer_Standard,1,25,0.001,0.0005
Foyer_Standard,1,26,56.585403877484524,28.292701938742262
Foyer_Standard,1,27,59.681356744329975,29.840678372164987
Foyer_Standard,1,28,60.27500248176311,30.137501240881555
Foyer_Standard,1,29,84.62680832354174,42.31340416177087
Foyer_Standard,1,30,63.31955606346715,31.659778031733573
Foyer_Standard,1,31,59.454665437000685,29.727332718500342
Foyer_Standard,1,32,48.62558218030206,24.31279109015103
Foyer_Standard,1,33,60.953014131201094,30.476507065600547
Foyer_Standard,1,34,232.5880005721012,116.2940002860506
Foyer_Standard,1,35,228.12924385095977,114.06462192547988
Foyer_Standard,1,36,214.65495352420666,107.32747676210333
Foyer_Standard,1,37,313.64326305512964,156.82163152756482
Foyer_Standard,1,38,322.793591008759,161.3967955043795
Foyer_Standard,1,39,172.99435811382884,86.49717905691442
Foyer_Standard,1,40,211.8668290338028,105.9334145169014
Foyer_Standard,1,41,210.91898349573907,105.45949174786954
Foyer_Standard,1,42,308.76255643400054,154.38127821700027
Foyer_Standard,1,43,289.57184068421947,144.78592034210973
Foyer_Standard,1,44,133.1439898879643,66.57199494398215
Foyer_Standard,1,45,185.89647074253477,92.94823537126739
Foyer_Standard,1,46,0.001,0.0005
Foyer_Standard,1,47,0.0001,5e-05
Foyer_Standard,2,0,0.0009333333333333333,0.00046666666666666666
Foyer_Standard,2,1,0.001,0.0005
Foyer_Standard,2,2,0.001,0.0005
Foyer_Standard,2,3,28.724643820499455,14.362321910249728
Foyer_Standard,2,4,90.95920543158162,45.47960271579081
Foyer_Standard,2,5,0.001,0.0005
Foyer_Standard,2,6,0.001,0.0005
Foyer_Standard,2,7,113.30131337264888,56.65065668632444
Foyer_Standard,2,8,141.6263917158111,70.81319585790555
Foyer_Standard,2,9,103.85962059159482,51.92981029579741
Foyer_Standard,2,10,0.0012333333333333332,0.0006166666666666666
Foyer_Standard,2,11,460.55864117761996,230.27932058880998
Foyer_Standard,2,12,440.38210133232167,220.19105066616083
Foyer_Standard,2,13,1142.307639711123,571.1538198555616
Foyer_Standard,2,14,714.400307636881,357.2001538184405
Foyer_Standard,2,15,1691.4124336102502,845.7062168051251
Foyer_Standard,2,16,255.01858819197818,127.50929409598909
Foyer_Standard,2,17,854.0155623040757,427.00778115203786
Foyer_Standard,2,18,0.002,0.001
Foyer_Standard,2,19,0.002,0.001
Foyer_Standard,2,20,0.002,0.001
Foyer_Standard,2,21,0.0014666666666666667,0.0007333333333333333
Foyer_Standard,2,22,33.335950927784296,16.667975463892148
Foyer_Standard,2,23,49.900955181036785,24.950477590518393
Foyer_Standard,2,24,166.62530177728178,83.31265088864089
Foyer_Standard,2,25,209.0678860294768,104.5339430147384
Foyer_Standard,2,26,209.0678860294768,104.5339430147384
Foyer_Standard,2,27,205.3967933109414,102.6983966554707
Foyer_Standard,2,28,216.2871674976602,108.1435837488301
Foyer_Standard,2,29,252.89048333431583,126.44524166715792
Foyer_Standard,2,30,234.1815101828796,117.0907550914398
Foyer_Standard,2,31,208.5159809320227,104.25799046601135
Foyer_Standard,2,32,212.4287329008949,106.21436645044744
Foyer_Standard,2,33,199.7856396206879,99.89281981034395
Foyer_Standard,2,34,247.57513342551377,123.78756671275688
Foyer_Standard,2,35,279.70177628372113,139.85088814186057
Foyer_Standard,2,36,261.66165174201507,130.83082587100753
Foyer_Standard,2,37,329.7704516870823,164.88522584354115
Foyer_Standard,2,38,229.46321576891427,114.73160788445713
Foyer_Standard,2,39,131.14367220329692,65.57183610164846
Foyer_Standard,2,40,135.99993078125937,67.99996539062968
Foyer_Standard,2,41,131.8598563525124,65.9299281762562
Foyer_Standard,2,42,112.78286067640269,56.391430338201346
Foyer_Standard,2,43,103.00775467179947,51.50387733589974
Foyer_Standard,2,44,126.18047157118149,63.09023578559074
Foyer_Standard,2,45,46.024897629929775,23.012448814964888
Foyer_Standard,2,46,15.252480466066327,7.626240233033164
Foyer_Standard,2,47,0.001,0.0005
Foyer_Standard,3,0,0.0,0.0
Foyer_Standard,3,1,0.0,0.0
Foyer_Standard,3,2,0.0004,0.0002
Foyer_Standard,3,3,0.001,0.0005
Foyer_Standard,3,4,0.001,0.0005
Foyer_Standard,3,5,14.122486466522695,7.061243233261347
Foyer_Standard,3,6,141.21586466522695,70.60793233261347
Foyer_Standard,3,7,141.21586466522695,70.60793233261347
Foyer_Standard,3,8,141.21586466522695,70.60793233261347
Foyer_Standard,3,9,141.21586466522695,70.60793233261347
Foyer_Standard,3,10,37.65843057739385,18.829215288696926
Foyer_Standard,3,11,0.0029000000000000002,0.0014500000000000001
Foyer_Standard,3,12,572.8544558871292,286.4272279435646
Foyer_Standard,3,13,823.9356771286537,411.9678385643268
Foyer_Standard,3,14,1643.373241187526,821.686620593763
Foyer_Standard,3,15,607.6519578987605,303.82597894938027
Foyer_Standard,3,16,275.51648169186234,137.75824084593117
Foyer_Standard,3,17,605.6055031134111,302.8027515567056
Foyer_Standard,3,18,337.63859624181146,168.81929812090573
Foyer_Standard,3,19,697.2851182552627,348.64255912763133
Foyer_Standard,3,20,143.94701490918368,71.97350745459184
Foyer_Standard,3,21,143.94701490918368,71.97350745459184
Foyer_Standard,3,22,189.62103700663602,94.81051850331801
Foyer_Standard,3,23,224.8460975560691,112.42304877803456
Foyer_Standard,3,24,193.45675988023413,96.72837994011707
Foyer_Standard,3,25,225.29292535905245,112.64646267952622
Foyer_Standard,3,26,204.9354274559327,102.46771372796636
Foyer_Standard,3,27,192.95534011426858,96.47767005713429
Foyer_Standard,3,28,63.40392669600327,31.701963348001634
Foyer_Standard,3,29,185.41266928595454,92.70633464297727
Foyer_Standard,3,30,190.28421728884274,95.14210864442137
Foyer_Standard,3,31,59.11886668298822,29.55943334149411
Foyer_Standard,3,32,55.949372842579336,27.974686421289668
Foyer_Standard,3,33,51.99061186375469,25.995305931877343
Foyer_Standard,3,34,62.0875467671938,31.0437733835969
Foyer_Standard,3,35,113.27482851189076,56.63741425594538
Foyer_Standard,3,36,236.0857815813626,118.0428907906813
Foyer_Standard,3,37,261.42385584700014,130.71192792350007
Foyer_Standard,3,38,148.66324412098564,74.33162206049282
Foyer_Standard,3,39,115.61622331123955,57.808111655619776
Foyer_Standard,3,40,245.45643421726473,122.72821710863236
Foyer_Standard,3,41,268.79385207683663,134.39692603841831
Foyer_Standard,3,42,235.10778125932944,117.55389062966472
Foyer_Standard,3,43,279.2351582264001,139.61757911320004
Foyer_Standard,3,44,210.740217687169,105.3701088435845
Foyer_Standard,3,45,36.35541137830325,18.177705689151626
Foyer_Standard,3,46,12.78031699779825,6.390158498899125
Foyer_Standard,3,47,0.001,0.0005
Foyer_Standard,4,0,0.001,0.0005
Foyer_Standard,4,1,0.001,0.0005
Foyer_Standard,4,2,0.001,0.0005
Foyer_Standard,4,3,0.001,0.0005
Foyer_Standard,4,4,0.001,0.0005
Foyer_Standard,4,5,0.001,0.0005
Foyer_Standard,4,6,0.001,0.0005
Foyer_Standard,4,7,0.001,0.0005
Foyer_Standard,4,8,0.001,0.0005
Foyer_Standard,4,9,0.001,0.0005
Foyer_Standard,4,10,0.001,0.0005
Foyer_Standard,4,11,0.0021666666666666666,0.0010833333333333333
Foyer_Standard,4,12,372.547813118094,186.273906559047
Foyer_Standard,4,13,2404.311379058317,1202.1556895291585
Foyer_Standard,4,14,702.461710138616,351.230855069308
Foyer_Standard,4,15,668.4760611462623,334.23803057313114
Foyer_Standard,4,16,737.9594073987686,368.9797036993843
Foyer_Standard,4,17,0.0025,0.00125
Foyer_Standard,4,18,103.51998848484149,51.759994242420746
Foyer_Standard,4,19,621.109930909049,310.5549654545245
Foyer_Standard,4,20,154.7780015385855,77.38900076929275
Foyer_Standard,4,21,24.185985519199786,12.092992759599893
Foyer_Standard,4,22,0.001,0.0005
Foyer_Standard,4,23,24.437751753312273,12.218875876656137
Foyer_Standard,4,24,146.62151051987362,73.31075525993681
Foyer_Standard,4,25,168.28276431083867,84.14138215541934
Foyer_Standard,4,26,205.35878305597993,102.67939152798996
Foyer_Standard,4,27,193.79269482577865,96.89634741288933
Foyer_Standard,4,28,193.79269482577865,96.89634741288933
Foyer_Standard,4,29,184.01799412445374,92.00899706222687
Foyer_Standard,4,30,50.628562299794105,25.314281149897052
Foyer_Standard,4,31,147.0463027848527,73.52315139242636
Foyer_Standard,4,32,236.0596507456475,118.02982537282375
Foyer_Standard,4,33,236.0596507456475,118.02982537282375
Foyer_Standard,4,34,228.6354630184948,114.3177315092474
Foyer_Standard,4,35,229.7284435625895,114.86422178129475
Foyer_Standard,4,36,318.9809077518794,159.4904538759397
Foyer_Standard,4,37,369.1123504188034,184.5561752094017
Foyer_Standard,4,38,344.3124013333883,172.15620066669416
Foyer_Standard,4,39,233.08941069729934,116.54470534864967
Foyer_Standard,4,40,282.70877827603084,141.35438913801542
Foyer_Standard,4,41,260.54788272645885,130.27394136322943
Foyer_Standard,4,42,145.15421732382754,72.57710866191377
Foyer_Standard,4,43,137.89113410408592,68.94556705204296
Foyer_Standard,4,44,118.46671143231295,59.233355716156474
Foyer_Standard,4,45,127.50852224632035,63.75426112316018
Foyer_Standard,4,46,40.48335802721895,20.241679013609474
Foyer_Standard,4,47,0.0,0.0
Foyer_Standard,5,0,0.0,0.0
Foyer_Standard,5,1,0.0,0.0
Foyer_Standard,5,2,0.0,0.0
Foyer_Standard,5,3,0.0008333333333333334,0.0004166666666666667
Foyer_Standard,5,4,0.001,0.0005
Foyer_Standard,5,5,84.87186710254501,42.435933551272505
Foyer_Standard,5,6,159.1338758172719,79.56693790863595
Foyer_Standard,5,7,159.1338758172719,79.56693790863595
Foyer_Standard,5,8,159.1338758172719,79.56693790863595
Foyer_Standard,5,9,159.1338758172719,79.56693790863595
Foyer_Standard,5,10,159.13390915060523,79.56695457530262
Foyer_Standard,5,11,507.33654241063107,253.66827120531553
Foyer_Standard,5,12,742.8950352775099,371.44751763875496
Foyer_Standard,5,13,1189.118111413676,594.559055706838
Foyer_Standard,5,14,1380.9687122167554,690.4843561083777
Foyer_Standard,5,15,962.9499211669416,481.4749605834708
Foyer_Standard,5,16,419.91354778395845,209.95677389197922
Foyer_Standard,5,17,0.0023000000000000004,0.0011500000000000002
Foyer_Standard,5,18,65.90552536419908,32.95276268209954
Foyer_Standard,5,19,152.08644314815172,76.04322157407586
Foyer_Standard,5,20,152.08644314815172,76.04322157407586
Foyer_Standard,5,21,152.08644314815172,76.04322157407586
Foyer_Standard,5,22,152.08644314815172,76.04322157407586
Foyer_Standard,5,23,40.557118172840454,20.278559086420227
Foyer_Standard,5,24,0.001,0.0005
Foyer_Standard,5,25,35.9173425648435,17.95867128242175
Foyer_Standard,5,26,79.1581730955633,39.57908654778165
Foyer_Standard,5,27,105.04551545384213,52.522757726921064
Foyer_Standard,5,28,105.04551545384213,52.522757726921064
Foyer_Standard,5,29,105.04551545384213,52.522757726921064
Foyer_Standard,5,30,220.6912789311984,110.3456394655992
Foyer_Standard,5,31,249.6027198005375,124.80135990026875
Foyer_Standard,5,32,249.6027198005375,124.80135990026875
Foyer_Standard,5,33,154.59079469425268,77.29539734712634
Foyer_Standard,5,34,100.13971107693358,50.06985553846679
Foyer_Standard,5,35,132.26463201493382,66.13231600746691
Foyer_Standard,5,36,202.35426781464972,101.17713390732486
Foyer_Standard,5,37,198.1955146013699,99.09775730068495
Foyer_Standard,5,38,221.5596171031765,110.77980855158825
Foyer_Standard,5,39,251.94261181110463,125.97130590555231
Foyer_Standard,5,40,255.18458537441498,127.59229268720749
Foyer_Standard,5,41,199.68048388062525,99.84024194031262
Foyer_Standard,5,42,240.53219682289654,120.26609841144827
Foyer_Standard,5,43,252.91779236577543,126.45889618288771
Foyer_Standard,5,44,117.23863528980179,58.619317644900896
Foyer_Standard,5,45,59.024915167307036,29.512457583653518
Foyer_Standard,5,46,51.38352906591419,25.691764532957095
Foyer_Standard,5,47,0.001,0.0005
Foyer_Standard,6,0,0.0,0.0
Foyer_Standard,6,1,0.0,0.0
Foyer_Standard,6,2,0.0,0.0
Foyer_Standard,6,3,0.0001,5e-05
Foyer_Standard,6,4,0.001,0.0005
Foyer_Standard,6,5,0.001,0.0005
Foyer_Standard,6,6,44.1596360535234,22.0798180267617
Foyer_Standard,6,7,147.19645351174466,73.59822675587233
Foyer_Standard,6,8,147.19645351174466,73.59822675587233
Foyer_Standard,6,9,147.19645351174466,73.59822675587233
Foyer_Standard,6,10,49.06658450391489,24.533292251957445
Foyer_Standard,6,11,0.002,0.001
Foyer_Standard,6,12,52.95027921517904,26.47513960758952
Foyer_Standard,6,13,193.89018093472973,96.94509046736486
Foyer_Standard,6,14,2132.865154879631,1066.4325774398155
Foyer_Standard,6,15,968.4627428173749,484.23137140868744
Foyer_Standard,6,16,1777.0896435412872,888.5448217706436
Foyer_Standard,6,17,548.9933957138139,274.49669785690696
Foyer_Standard,6,18,0.002,0.001
Foyer_Standard,6,19,106.33258722064143,53.166293610320714
Foyer_Standard,6,20,90.38276413754521,45.191382068772604
Foyer_Standard,6,21,0.001,0.0005
Foyer_Standard,6,22,162.70889908794348,81.35444954397174
Foyer_Standard,6,23,204.04051128394715,102.02025564197358
Foyer_Standard,6,24,207.5264999256784,103.7632499628392
Foyer_Standard,6,25,200.9296239796513,100.46481198982565
Foyer_Standard,6,26,200.9296239796513,100.46481198982565
Foyer_Standard,6,27,195.83103293487014,97.91551646743507
Foyer_Standard,6,28,129.77434354277594,64.88717177138797
Foyer_Standard,6,29,92.93842019179195,46.469210095895974
Foyer_Standard,6,30,81.31279247611847,40.65639623805924
Foyer_Standard,6,31,101.84868227336442,50.92434113668221
Foyer_Standard,6,32,52.068915214755705,26.034457607377853
Foyer_Standard,6,33,81.57408669140659,40.787043345703296
Foyer_Standard,6,34,70.91651954130856,35.45825977065428
Foyer_Standard,6,35,78.981092916145,39.4905464580725
Foyer_Standard,6,36,189.63092226349895,94.81546113174947
Foyer_Standard,6,37,339.190577207591,169.5952886037955
Foyer_Standard,6,38,332.0609830024715,166.03049150123576
Foyer_Standard,6,39,297.96958747615827,148.98479373807913
Foyer_Standard,6,40,284.2010164209248,142.1005082104624
Foyer_Standard,6,41,210.25270300460437,105.12635150230219
Foyer_Standard,6,42,71.31937958501467,35.659689792507336
Foyer_Standard,6,43,95.3932124458627,47.69660622293135
Foyer_Standard,6,44,61.213655182267345,30.606827591133673
Foyer_Standard,6,45,65.58811367250338,32.79405683625169
Foyer_Standard,6,46,112.84603896344213,56.42301948172106
Foyer_Standard,6,47,0.001,0.0005
Foyer_Standard,7,0,0.001,0.0005
Foyer_Standard,7,1,0.001,0.0005
Foyer_Standard,7,2,0.001,0.0005
Foyer_Standard,7,3,0.001,0.0005
Foyer_Standard,7,4,0.001,0.0005
Foyer_Standard,7,5,0.001,0.0005
Foyer_Standard,7,6,0.001,0.0005
Foyer_Standard,7,7,9.217751507924781,4.608875753962391
Foyer_Standard,7,8,138.2522726188717,69.12613630943585
Foyer_Standard,7,9,138.2522726188717,69.12613630943585
Foyer_Standard,7,10,46.0849575396239,23.04247876981195
Foyer_Standard,7,11,0.002,0.001
Foyer_Standard,7,12,0.002,0.001
Foyer_Standard,7,13,548.1550493138243,274.07752465691215
Foyer_Standard,7,14,762.1615612229132,381.0807806114566
Foyer_Standard,7,15,1862.4159805627903,931.2079902813952
Foyer_Standard,7,16,1915.6358197521263,957.8179098760631
Foyer_Standard,7,17,120.20829279150031,60.104146395750156
Foyer_Standard,7,18,100.2588941681012,50.1294470840506
Foyer_Standard,7,19,0.0015333333333333334,0.0007666666666666667
Foyer_Standard,7,20,0.001,0.0005
Foyer_Standard,7,21,0.001,0.0005
Foyer_Standard,7,22,0.001,0.0005
Foyer_Standard,7,23,142.6306051749246,71.3153025874623
Foyer_Standard,7,24,206.32323548129526,103.16161774064763
Foyer_Standard,7,25,200.54266558497014,100.27133279248507
Foyer_Standard,7,26,121.45855676781493,60.72927838390746
Foyer_Standard,7,27,206.5776650308445,103.28883251542226
Foyer_Standard,7,28,205.0117537962557,102.50587689812785
Foyer_Standard,7,29,164.4211918803225,82.21059594016126
Foyer_Standard,7,30,146.98555363171397,73.49277681585698
Foyer_Standard,7,31,155.11300093556716,77.55650046778358
Foyer_Standard,7,32,117.70679231241348,58.85339615620674
Foyer_Standard,7,33,206.38217466510608,103.19108733255304
Foyer_Standard,7,34,206.38217466510608,103.19108733255304
Foyer_Standard,7,35,220.41253696670137,110.20626848335068
Foyer_Standard,7,36,283.3479794317367,141.67398971586834
Foyer_Standard,7,37,354.1024825821829,177.05124129109146
